article_id,title,content,source,category,published_date,url,relations
MN011,"남명탱커, 남명선라이즈호 울산항 중심 노선 개편","남명탱커이 운영하는 유조선 남명선라이즈호가 울산항 노선에 투입된다. 남명탱커 관계자는 ""울산항을 중심으로 한 기항 일정을 통해 정시성을 확보하겠다""고 밝혔다. 남명선라이즈호는 이번 개편으로 울산항에 정기 기항하게 된다. 업계에서는 유조선 시장의 수급 상황을 고려한 노선 조정으로 평가하고 있다.",해양데일리,항로/노선,2026-03-14,https://example.com/maritime/011,"[[""OPERATES"", ""남명탱커"", ""남명선라이즈""], [""CALLS_AT"", ""남명선라이즈"", ""울산항""]]"
MN012,"남명탱커, 남명퍼시픽호 울산항 중심 노선 개편","남명탱커이 운영하는 유조선 남명퍼시픽호가 울산항 → 싱가포르항 노선에 투입된다. 남명탱커 관계자는 ""울산항을 중심으로 한 기항 일정을 통해 정시성을 확보하겠다""고 밝혔다. 남명퍼시픽호는 이번 개편으로 울산항, 싱가포르항에 정기 기항하게 된다. 업계에서는 유조선 시장의 수급 상황을 고려한 노선 조정으로 평가하고 있다.",해양데일리,항로/노선,2026-05-05,https://example.com/maritime/012,"[[""OPERATES"", ""남명탱커"", ""남명퍼시픽""], [""CALLS_AT"", ""남명퍼시픽"", ""울산항""], [""CALLS_AT"", ""남명퍼시픽"", ""싱가포르항""]]"
MN013,"동주컨테이너라인, 동주하모니호 부산항 중심 노선 개편","동주컨테이너라인이 운영하는 컨테이너선 동주하모니호가 부산항 → 싱가포르항 노선에 투입된다. 동주컨테이너라인 관계자는 ""부산항을 중심으로 한 기항 일정을 통해 정시성을 확보하겠다""고 밝혔다. 동주하모니호는 이번 개편으로 부산항, 싱가포르항에 정기 기항하게 된다. 업계에서는 컨테이너선 시장의 수급 상황을 고려한 노선 조정으로 평가하고 있다.",해양데일리,항로/노선,2026-03-14,https://example.com/maritime/013,"[[""OPERATES"", ""동주컨테이너라인"", ""동주하모니""], [""CALLS_AT"", ""동주하모니"", ""부산항""], [""CALLS_AT"", ""동주하모니"", ""싱가포르항""]]"
MN014,"동주컨테이너라인, 동주비전호 인천항 중심 노선 개편","동주컨테이너라인이 운영하는 컨테이너선 동주비전호가 인천항 → 부산항 노선에 투입된다. 동주컨테이너라인 관계자는 ""인천항을 중심으로 한 기항 일정을 통해 정시성을 확보하겠다""고 밝혔다. 동주비전호는 이번 개편으로 인천항, 부산항에 정기 기항하게 된다. 업계에서는 컨테이너선 시장의 수급 상황을 고려한 노선 조정으로 평가하고 있다.",해양데일리,항로/노선,2026-06-23,https://example.com/maritime/014,"[[""OPERATES"", ""동주컨테이너라인"", ""동주비전""], [""CALLS_AT"", ""동주비전"", ""인천항""], [""CALLS_AT"", ""동주비전"", ""부산항""]]"
MN015,IMO 탄소집약도지표(CII) 규제 강화… 컨테이너선 선사 대응 비상,"IMO 탄소집약도지표(CII) 규제가 올해부터 단계적으로 강화된다. 이 규제는 운항 탄소배출 등급을 매년 평가해 D등급 이하 선박에 개선계획을 요구하는 내용으로, 컨테이너선에 적용된다. 국내 선사들이 운영 중인 컨테이너선 선대 전반의 대응 투자가 불가피할 전망이다. 해운업계는 규제 대응 비용을 운임에 반영하는 방안을 검토 중이다.",마리타임뉴스,규제/환경,2026-04-05,https://example.com/maritime/015,"[[""APPLIES_TO"", ""IMO 탄소집약도지표(CII) 규제"", ""컨테이너선""]]"
MN016,"컨테이너선 업계, IMO 탄소집약도지표(CII) 규제 대응 투자 착수","IMO 탄소집약도지표(CII) 규제 시행을 앞두고 한서해운 등이 보유 컨테이너선 개조 계획을 발표했다. 대상 선박에는 한서파이오니어호, 한서오디세이호 등이 포함된다. 이 규제는 운항 탄소배출 등급을 매년 평가해 D등급 이하 선박에 개선계획을 요구하며, 미이행 선박은 운항 제한을 받을 수 있다.",쉬핑저널,규제/환경,2026-02-14,https://example.com/maritime/016,"[[""APPLIES_TO"", ""IMO 탄소집약도지표(CII) 규제"", ""컨테이너선""]]"
MN017,황산화물(SOx) 배출 규제 강화… 유조선 선사 대응 비상,"황산화물(SOx) 배출 규제가 올해부터 단계적으로 강화된다. 이 규제는 연료유 황 함유량을 0.5% 이하로 제한하는 내용으로, 유조선에 적용된다. 국내 선사들이 운영 중인 유조선 선대 전반의 대응 투자가 불가피할 전망이다. 해운업계는 규제 대응 비용을 운임에 반영하는 방안을 검토 중이다.",해양데일리,규제/환경,2026-04-05,https://example.com/maritime/017,"[[""APPLIES_TO"", ""황산화물(SOx) 배출 규제"", ""유조선""]]"
MN018,"유조선 업계, 황산화물(SOx) 배출 규제 대응 투자 착수","황산화물(SOx) 배출 규제 시행을 앞두고 남명탱커 등이 보유 유조선 개조 계획을 발표했다. 대상 선박에는 남명선라이즈호, 남명퍼시픽호 등이 포함된다. 이 규제는 연료유 황 함유량을 0.5% 이하로 제한하며, 미이행 선박은 운항 제한을 받을 수 있다.",마리타임뉴스,규제/환경,2026-02-05,https://example.com/maritime/018,"[[""APPLIES_TO"", ""황산화물(SOx) 배출 규제"", ""유조선""]]"
MN019,선박평형수관리협약(BWM) 강화… 벌크선 선사 대응 비상,"선박평형수관리협약(BWM)가 올해부터 단계적으로 강화된다. 이 규제는 평형수 처리설비 설치를 의무화하는 내용으로, 벌크선에 적용된다. 국내 선사들이 운영 중인 벌크선 선대 전반의 대응 투자가 불가피할 전망이다. 해운업계는 규제 대응 비용을 운임에 반영하는 방안을 검토 중이다.",마리타임뉴스,규제/환경,2026-04-23,https://example.com/maritime/019,"[[""APPLIES_TO"", ""선박평형수관리협약(BWM)"", ""벌크선""]]"
MN020,"벌크선 업계, 선박평형수관리협약(BWM) 대응 투자 착수","선박평형수관리협약(BWM) 시행을 앞두고 대양상선 와 한서해운 등이 보유 벌크선 개조 계획을 발표했다. 대상 선박에는 한서글로리호, 대양호라이즌호 등이 포함된다. 이 규제는 평형수 처리설비 설치를 의무화하며, 미이행 선박은 운항 제한을 받을 수 있다.",해양데일리,규제/환경,2026-06-23,https://example.com/maritime/020,"[[""APPLIES_TO"", ""선박평형수관리협약(BWM)"", ""벌크선""]]"
MN021,LNG 벙커링 안전기준 강화… LNG운반선 선사 대응 비상,"LNG 벙커링 안전기준가 올해부터 단계적으로 강화된다. 이 규제는 항만 내 LNG 연료 공급 작업의 안전 절차를 규정하는 내용으로, LNG운반선에 적용된다. 국내 선사들이 운영 중인 LNG운반선 선대 전반의 대응 투자가 불가피할 전망이다. 해운업계는 규제 대응 비용을 운임에 반영하는 방안을 검토 중이다.",해양데일리,규제/환경,2026-01-14,https://example.com/maritime/021,"[[""APPLIES_TO"", ""LNG 벙커링 안전기준"", ""LNG운반선""]]"
MN022,"LNG운반선 업계, LNG 벙커링 안전기준 대응 투자 착수","LNG 벙커링 안전기준 시행을 앞두고 대양상선 등이 보유 LNG운반선 개조 계획을 발표했다. 대상 선박에는 대양스피릿호 등이 포함된다. 이 규제는 항만 내 LNG 연료 공급 작업의 안전 절차를 규정하며, 미이행 선박은 운항 제한을 받을 수 있다.",마리타임뉴스,규제/환경,2026-06-05,https://example.com/maritime/022,"[[""APPLIES_TO"", ""LNG 벙커링 안전기준"", ""LNG운반선""]]"
MN023,울산항서 남명선라이즈호 사고… 기관 고장으로 예인,"울산항에서 남명탱커 소속 유조선 남명선라이즈호가 기관 고장으로 예인되는 사고가 발생했다. 항만 당국은 인명 피해는 없다고 밝혔으며, 정확한 원인을 조사 중이다. 남명탱커는 ""안전 점검을 강화하고 재발 방지 대책을 마련하겠다""고 밝혔다.",쉬핑저널,사고/안전,2026-04-14,https://example.com/maritime/023,"[[""INVOLVED_IN"", ""남명선라이즈"", ""사고-01""], [""OCCURRED_AT"", ""사고-01"", ""울산항""], [""OPERATES"", ""남명탱커"", ""남명선라이즈""]]"
MN024,부산항서 한서파이오니어호 사고… 접안 중 안벽 접촉,"부산항에서 한서해운 소속 컨테이너선 한서파이오니어호가 접안 중 안벽 접촉되는 사고가 발생했다. 항만 당국은 인명 피해는 없다고 밝혔으며, 정확한 원인을 조사 중이다. 한서해운는 ""안전 점검을 강화하고 재발 방지 대책을 마련하겠다""고 밝혔다.",쉬핑저널,사고/안전,2026-05-23,https://example.com/maritime/024,"[[""INVOLVED_IN"", ""한서파이오니어"", ""사고-02""], [""OCCURRED_AT"", ""사고-02"", ""부산항""], [""OPERATES"", ""한서해운"", ""한서파이오니어""]]"
MN025,광양항서 파도스타호 사고… 하역 중 화물창 침수,"광양항에서 파도글로벌해운 소속 벌크선 파도스타호가 하역 중 화물창 침수되는 사고가 발생했다. 항만 당국은 인명 피해는 없다고 밝혔으며, 정확한 원인을 조사 중이다. 파도글로벌해운는 ""안전 점검을 강화하고 재발 방지 대책을 마련하겠다""고 밝혔다.",항만경제신문,사고/안전,2026-04-05,https://example.com/maritime/025,"[[""INVOLVED_IN"", ""파도스타"", ""사고-03""], [""OCCURRED_AT"", ""사고-03"", ""광양항""], [""OPERATES"", ""파도글로벌해운"", ""파도스타""]]"
MN026,싱가포르항서 대양스피릿호 사고… 벙커링 중 경미한 가스 누출 경보,"싱가포르항에서 대양상선 소속 LNG운반선 대양스피릿호가 벙커링 중 경미한 가스 누출 경보되는 사고가 발생했다. 항만 당국은 인명 피해는 없다고 밝혔으며, 정확한 원인을 조사 중이다. 대양상선는 ""안전 점검을 강화하고 재발 방지 대책을 마련하겠다""고 밝혔다.",마리타임뉴스,사고/안전,2026-02-23,https://example.com/maritime/026,"[[""INVOLVED_IN"", ""대양스피릿"", ""사고-04""], [""OCCURRED_AT"", ""사고-04"", ""싱가포르항""], [""OPERATES"", ""대양상선"", ""대양스피릿""]]"
MN027,싱가포르항서 동주하모니호 사고… 컨테이너 고박 불량으로 2개 유실,"싱가포르항에서 동주컨테이너라인 소속 컨테이너선 동주하모니호가 컨테이너 고박 불량으로 2개 유실되는 사고가 발생했다. 항만 당국은 인명 피해는 없다고 밝혔으며, 정확한 원인을 조사 중이다. 동주컨테이너라인는 ""안전 점검을 강화하고 재발 방지 대책을 마련하겠다""고 밝혔다.",마리타임뉴스,사고/안전,2026-01-23,https://example.com/maritime/027,"[[""INVOLVED_IN"", ""동주하모니"", ""사고-05""], [""OCCURRED_AT"", ""사고-05"", ""싱가포르항""], [""OPERATES"", ""동주컨테이너라인"", ""동주하모니""]]"
MN028,인천항서 청림익스프레스호 사고… 입항 중 어선과 근접 조우로 긴급 변침,"인천항에서 청림로지스틱스 소속 컨테이너선 청림익스프레스호가 입항 중 어선과 근접 조우로 긴급 변침되는 사고가 발생했다. 항만 당국은 인명 피해는 없다고 밝혔으며, 정확한 원인을 조사 중이다. 청림로지스틱스는 ""안전 점검을 강화하고 재발 방지 대책을 마련하겠다""고 밝혔다.",항만경제신문,사고/안전,2026-06-14,https://example.com/maritime/028,"[[""INVOLVED_IN"", ""청림익스프레스"", ""사고-06""], [""OCCURRED_AT"", ""사고-06"", ""인천항""], [""OPERATES"", ""청림로지스틱스"", ""청림익스프레스""]]"
MN029,"한서해운, 분기 실적 5% 성장",한서해운가 지난 분기 매출이 전년 동기 대비 5% 증가했다고 공시했다. 한서해운는 주력선 한서파이오니어호를 포함해 총 3척을 운영하고 있다. 회사 측은 운임 회복과 선대 가동률 개선을 실적 개선의 배경으로 꼽았다.,항만경제신문,기업/실적,2026-05-23,https://example.com/maritime/029,"[[""OPERATES"", ""한서해운"", ""한서파이오니어""]]"
MN030,"대양상선, 분기 실적 15% 성장",대양상선가 지난 분기 매출이 전년 동기 대비 15% 증가했다고 공시했다. 대양상선는 주력선 대양스피릿호를 포함해 총 3척을 운영하고 있다. 회사 측은 운임 회복과 선대 가동률 개선을 실적 개선의 배경으로 꼽았다.,해양데일리,기업/실적,2026-02-05,https://example.com/maritime/030,"[[""OPERATES"", ""대양상선"", ""대양스피릿""]]"
MN031,"청림로지스틱스, 분기 실적 5% 성장",청림로지스틱스가 지난 분기 매출이 전년 동기 대비 5% 증가했다고 공시했다. 청림로지스틱스는 주력선 청림익스프레스호를 포함해 총 2척을 운영하고 있다. 회사 측은 운임 회복과 선대 가동률 개선을 실적 개선의 배경으로 꼽았다.,마리타임뉴스,기업/실적,2026-04-14,https://example.com/maritime/031,"[[""OPERATES"", ""청림로지스틱스"", ""청림익스프레스""]]"
MN032,"파도글로벌해운, 분기 실적 8% 성장",파도글로벌해운가 지난 분기 매출이 전년 동기 대비 8% 증가했다고 공시했다. 파도글로벌해운는 주력선 파도스타호를 포함해 총 2척을 운영하고 있다. 회사 측은 운임 회복과 선대 가동률 개선을 실적 개선의 배경으로 꼽았다.,쉬핑저널,기업/실적,2026-05-14,https://example.com/maritime/032,"[[""OPERATES"", ""파도글로벌해운"", ""파도스타""]]"
MN033,"남명탱커, 분기 실적 12% 성장",남명탱커가 지난 분기 매출이 전년 동기 대비 12% 증가했다고 공시했다. 남명탱커는 주력선 남명선라이즈호를 포함해 총 2척을 운영하고 있다. 회사 측은 운임 회복과 선대 가동률 개선을 실적 개선의 배경으로 꼽았다.,해양데일리,기업/실적,2026-06-23,https://example.com/maritime/033,"[[""OPERATES"", ""남명탱커"", ""남명선라이즈""]]"
MN034,"동주컨테이너라인, 분기 실적 15% 성장",동주컨테이너라인가 지난 분기 매출이 전년 동기 대비 15% 증가했다고 공시했다. 동주컨테이너라인는 주력선 동주하모니호를 포함해 총 2척을 운영하고 있다. 회사 측은 운임 회복과 선대 가동률 개선을 실적 개선의 배경으로 꼽았다.,항만경제신문,기업/실적,2026-04-23,https://example.com/maritime/034,"[[""OPERATES"", ""동주컨테이너라인"", ""동주하모니""]]"
MN035,글로벌 컨테이너 운임지수 3주 연속 상승,글로벌 컨테이너 운임지수가 3주 연속 상승세를 이어갔다. 성수기 물동량 증가와 선복 공급 조절이 배경으로 분석된다. 전문가들은 하반기까지 강세가 이어질 수 있다고 전망했다.,쉬핑저널,시황,2026-05-23,https://example.com/maritime/035,[]
MN036,부산항 신항 자동화 터미널 2단계 착공,부산항 신항에서 완전 자동화 터미널 2단계 공사가 시작됐다. 완공 시 하역 생산성이 크게 개선될 것으로 기대된다. 항만공사는 2028년 개장을 목표로 하고 있다.,해양데일리,항만/인프라,2026-01-23,https://example.com/maritime/036,[]
MN037,"광양항, 배후단지 물류기업 유치 설명회",광양항 배후단지 활성화를 위한 물류기업 대상 투자 설명회가 열렸다. 세제 혜택과 임대료 감면 방안이 소개됐다.,항만경제신문,항만/인프라,2026-06-05,https://example.com/maritime/037,[]
MN038,선원 인력난 심화… 해기사 양성 확대 논의,해운업계의 선원 인력난이 심화되면서 해기사 양성 확대 방안이 논의되고 있다. 업계는 처우 개선과 승선 근무 환경 개선이 병행돼야 한다고 지적한다.,해양데일리,인력/노동,2026-01-14,https://example.com/maritime/038,[]
MN039,"친환경 선박 연료 시장, 메탄올 주목",차세대 선박 연료로 메탄올이 주목받고 있다. 기존 연료 대비 배출 저감 효과가 크고 취급이 상대적으로 용이하다는 평가다.,항만경제신문,기술/친환경,2026-05-23,https://example.com/maritime/039,[]
MN040,인천항 크루즈 터미널 이용객 회복세,인천항 크루즈 터미널의 이용객이 회복세를 보이고 있다. 항만공사는 국제 크루즈 노선 유치를 확대할 계획이다.,항만경제신문,항만/인프라,2026-05-05,https://example.com/maritime/040,[]
MN041,해상보험료 상승세… 사고 증가 영향,최근 해상 사고 증가로 선박 보험료가 상승세를 보이고 있다. 보험업계는 안전 관리 우수 선사에 대한 요율 차등화를 검토 중이다.,항만경제신문,시황,2026-01-05,https://example.com/maritime/041,[]
MN042,"울산항, 액체화물 처리량 역대 최대",울산항의 연간 액체화물 처리량이 역대 최대치를 기록했다. 항만공사는 저장 인프라 증설을 추진하기로 했다.,쉬핑저널,항만/인프라,2026-04-23,https://example.com/maritime/042,[]
